view_id,text
https://www.facebook.com/groups/1945356878817544/permalink/3531280926891790,"Technically I walked away Sun. March 21 as I watched a 5 hour live video by David Wilcock. Now mind you I was primed and ready. That was my first day of quarantine and I work in a metaphysical setting and already heard about Trump not being who we think he is. But I didn't even know about the goodies just waiting to be found on YouTube. Egde of Wonder, 3D to 5D Consciousness, Elizabeth April and x22 Report quickly became my favorite channels although 4 months later I'm over 20 I check on. I am a retired special education teacher and early on in Trump campaigning, when he mocked the disabled reporter, that was it for me. That moment I bought that he's a complete jerk and I fell right in line on the hate train. Plus as a life long Democrat, Republicans never helped teachers at contract time...it was the Democrats. I thought Democrats worked to help the little guy while Republicans worked to protect their money with tax loopholes for themselves while living off the backs of middle class America. But then the virus came along and things just weren't adding up...I saw Pelosi calling everyone down to Chinatown that its no big deal. The next day Trump closed our borders to China and gets criticized as racist...then some weeks down the line try to make it seem what a fuck up he is and he didn't act fast enough. Whoah! Now the MSM manipulation is glaringly obvious to me. But thanks to David I know about the cabal, what evil they're trying to hide, and how MSM is designed for *programming* our minds and controlling how we think. When the veil shifts; everything shifts! Where once I couldn't stand looking at or listening to Trump, I see how he talks in codes coordinated with Q. I had heard of Q, now I was following Q. On one hand it was exhilarating to learn the real truth; on the other learning this truth is a nightmare. Then comes excitement...when I knew and got it...I couldn't wait to share with my family and friends. I was so naive...most of my family immediately wrote my news off as junk...conspiracy theory bull the whole nine yards. My girlfriend of 40 years and I do not speak on the phone anymore. My old teacher friends think something happened to my mind. It hurt my heart but couldn't stop what became my contract to fulfill. You see my life path number is 5...5 is freedom fighter. I started red pilling Mon. March 22...I'll never forget the first words out of my mouth: OMG...the ones we love and respect are bad...the ones we hate are the Patriots! Didn't matter...and to this day none that I'm aware of has remotely changed their minds. 2 women tried delving and they walked away still not getting it. I realized the MSM did a fucking job on dividing us. Mind you, my gf of 40 years is a retired high school English teacher and probably taught 1984 more than I can count and I asked her once you don't think we're in 1984??? Or worse??? I just don't get it. As the virus hell grew and it became apparent that the cities and states that had the worst issues were all dem controlled. Segway to the rioting...same thing...look at the dem candidate for president! There's something not right with Biden...and they still don't wake up! I actually came out to my people using these facts saying I just can't support what the dems are anymore...I'm a walkAway! And damn proud of that! I have one request. To combat the division in our country, it is time to plaster our homes, neighborhoods, towns, states with American flags again like we did for 9/11! Blessed be."
https://www.facebook.com/groups/1945356878817544/permalink/3531254696894413,"My #WalkAway story has similarities to many of yours' that I have taken the time to read. This is mineÉÉ (while trying to keep it as short as possible) I'm 51 years old. I was happily raised a Democrat by my schoolteacher/nurse mother and my stepfather who was a union tile worker in the Northeast. Democrats were the party of hard working patriotic Americans, and this was the truth. I worked hard like my parents taught me, having many jobs through high school and then college where I graduated with an Engineering degree from a state university. I was never indoctrinated by my schools or teachers back then and got a great education. Once I was voting age, I voted Democrat. After working for a large international company for many years, living and working in various countries, my appreciation for the opportunities the US had, and my love of America grew. I left the company I worked for and started my own business in 1997. Over 20 years it organically grew into a small but relevant company in the international power generation market. I was changed during the second Bush administration, and not for the better. I went further left before I went right. We were providing contractors in Iraq during the war to assist in rebuilding their power generation infrastructure. I had several employees there that I would Skype with every day. They would tell me of how the military was running around the place with truck loads of dollars giving the money away to bribe and pay off all the local tribes and governments there. It really infuriated me that our taxpayer money was squandered like that while there were so many in need back home. Then Obama came along promoting his promise of change for our country. It was exactly what I though the country needed, big change, and so I voted for Obama during his first term. Unfortunately the change never came. Identity politics made me think I was on a different planet, let alone America. Obama era regulations on my industry made it harder and harder for us to compete as a small company for jobs that we needed to survive. The playing field was no longer level. I felt like I got sold a bill of goods for voting for him, as nothing he did aligned with my values and the ÔChangeÕ never came. From my experience, the party had changed and was no longer the party for the little guy or working man. Seemed to me it was more the party of division, identity politics, and power. My first vote against the party came in 2012. Unfortunately Obama got his second term and things didnÕt get betterÉ.more of the same. Then 2016. An abrasive New Yorker came along that was a fighter, a winner, and above all a Patriot. All of the things that I thought were going wrong with this country he said he would fix if elected. He made sense to me and he got my vote. IÕm not a very religious person, but actually prayed the night of the 2016 election. Not for him to win, but for God to make the outcome of the election turn out to be what was best for our country. The rest is history. Since then, the Democrats in power have proven to not have the country in their best interest. They hate Donald Trump more than they love our great nation. I continue to pray now and then that God will do what is best for our country. I will accept the results of a fair election as GodÕs will, and support The President."
https://www.facebook.com/groups/1945356878817544/permalink/3532246820128534,"So 4 years I voted for Hillary. I just couldn't stomach Trump. Even though he stood for a lot of what I valued I chose the other side. I've been an Independent ever since I turned 18 and have always valued the right to vote. I started to side with the left alot because I wanted people to have the same rights-equality. But in the last 3 months I saw a difference in how the left saw things and how they were handling it. Burning down the country and such hatred coming out for people who thought differently. No tolerance. It really shook me to my core and I just couldn't in good conscience be a part of it. My husband laughs at me because he is a big conservative and watching me get ""woke"" has been an adventure especially in regards to some of my family. I am grateful for this community and those who have chosen to ""walk away"". Knowing your not alone. I want this country to be a place my kids can grow but I'm worried where it is being taken. God bless all those who have seen the light!! _"
https://www.facebook.com/groups/1945356878817544/permalink/3532231266796756,"Hey I am Jennifer Nelson, I #walkwith you. I am lifelong conservative. I went to a very liberal college and was often quickly silenced by my opposing views. I put God first, then my family, then country. I have been harassed, cornered, and alienated because I am conservative. In the end of your gay, I respect you, if you have more skin melanin than me I respect you. I believe all lives and people matter and have felt this way for many years. My God tells me we are Òall precious in his sightÓ therefore I canÕt argue with the man upstairs. Our voices matter and we will not be divided. I #walkwith you and respect you."
https://www.facebook.com/groups/1945356878817544/permalink/3532226703463879,"I donÕt have my own Òwalk-awayÓ story because I have always voted Republican, but I wanted to say that each of you, and every story youÕve posted has encouraged me Ð youÕve given me hope that our country is not lost to the radical left. Thank you for the courage youÕve displayed by speaking up. May God bless and protect each of you because IÕm sure you have or will face backlash. Today I faced some of that backlash myself, which has prompted this post. For 4 long years, IÕve watched one of my friends call our current President every vile and evil name in the book. IÕve never spoken up Ð sheÕs entitled to her opinion, right? But yesterday she posted a ÒmemeÓ showing President Trump playing golf and beside the picture were stats showing how many Americans died from Covid while he played 9 holes. So, I finally had the courage to speak up about the inconsistent way this President has been treated from almost any other President that I can remember by simply stating that President Trump is not the only President to play golf during a critical time in our country. I pointed out that it seems there has been one set of rules for him versus other Presidents. I went even further to say that I donÕt always like or agree with some of the things President Trump says nor the way he expresses himself, and instead tried to make the conversation about respect for the Office of the President rather than the individual. No matter who holds that Office, we should lift him/her up in prayer and respect the Office. She simply told me to block her as a friend. So Ð that is it in a nutshell. The Democratic party has mostly devolved into a party that doesnÕt care about you or your opinion unless you agree with them. That is NOT the America I want to live in. I pray that we all make our voices heard on November 3rd, and I pray that we can preserve the freedoms and integrity of this great country."
https://www.facebook.com/groups/1945356878817544/permalink/3531301983556351,"I had my eyes wide shut! No other way to put it really. I feel like I have been woke from my brainwashed stupor. I have cut the puppet strings. I feel like many of you. Seeing things that led me to believe what I was seeing was the truth. Only to find out that I was truly being lied to and manipulated. Well I'm awake now! I know who I'm voting for. May God protect us all, in Jesus name, Amen!!"
https://www.facebook.com/groups/1945356878817544/permalink/3531283790224837,"IÕve been a part of this group for 2 years now, I think... more than 1 for sure. IÕve been reading everyoneÕs testimonials and LOVING them but I havenÕt had the guts to post my own. My story doesnÕt feel interesting, IÕm a horrible writer and I couldnÕt figure out what picture to use (seriously). Here goes: My parents illegally immigrated from Mexico (they're citizens now!). In the early Ô80s they headed up north to the current murder capital of America (Chicago) and a couple of years later I was born. Due to their educational levels, lack of English and illegal status we were poor, dirt poor, salt tacos poor. We lived in garages, basements, small apartments with other family members to get by. During this time my parents never complained or accepted handouts, even though they couldÕve because I am a natural born citizen, they didnÕt want them. Then came the Amensty of Ô86, God bless Ronald Reagan, a Republican, he changed their lives and mine. My parents got their green cards and now qualified for minimum wage (companies who hired illegal immigrants paid half of minimum wage and if anyone complained theyÕd threaten deportation, so they got away with slave wages), there was no more hiding or getting taken adavantage of. We got nicer things, better living arrangement but the thing with Chicago is that people notice when you have nice things so they take them, by force. We had our apartment set on fire, cars stolen, cars set on fire when they couldnÕt steal them. This is was all on top of the shootings and tripping over dead drug addicts on my way to school. The same Democratic politicians promising change in the Ô80s were failing, Lightfoot's failures aren't new. In Ô94 my parents made a hard choice and it was a choice I will be forever grateful for. They cleared out their savings, left everything and everyone they knew behind and moved to Texas. We were still poor when we got to Texas so we lived in what they called ghetto, but it was heaven compared to Chicago. Within a year my parents had enough to buy a house then I graduated from High School, joined the military and traveled all over the world. **I was a registered Democrat** I didn't know anything about politics beyond Dems are for minorities and Republicans are racist. I started out my time in the military under Bush Jr. and things were great, even with high deployment tempos we had morale. In 2008 I, the Democrat, voted for ""Hope and Change,"" I wanted to be a part of history. It took no time to see a morale decline in the troops. Everything was getting cut, our Commander in Chief didn't seem to like us, we were deploying with new rules of engagement that put us in more danger, there was little hope and the change sucked. In 2012 I flipped and voted Romney. I didn't love Romney but I couldn't stomach Obama. I was sad when he was announced the winner but I thought ""Oh well, it's just 4 years."" The damage done by the Democratic party in those 4 years cemented my Conservative status. I didn't vote Trump in 2016, I thought he was running as a joke. The man was a well known pro-choice, Hollywood loving Democrat so I wrote in Jesus. I've seen what President Trump has managed to accomplish since January of 2017. Even with the monkey poo being flung by the media, the House of representatives, Hollywood and the RINOS... he was never a joke. He loves this country, he loves all citizens (born and unborn, skin color be damned), he loves our military and I will proudly pull the lever for him on November 3rd, unless I vote early, then it'll be some time in October. Sorry this was so long! God bless y'all and keep up the good work____"
https://www.facebook.com/groups/1945356878817544/permalink/3531246620228554,"Hello everyone! IÕve been a member of the group for a long time but IÕve never shared my story. I guess everyone would consider me a WalkWith instead of a WalkAway. I have always been an Independent voter with a moderate conservative take on life agreeing with different things on each side of the aisle. In a NutshellÉ I am a Christian Conservative who loves God, Our Awesome Country, and Our Flag. I love and accept all People regardless of Race, Sexual Orientation, Religious Beliefs, or Political Party. I choose my friends based upon their Character and nothing else! I have great friends from all walks of life. I support our Military and our Police. I believe in the 1st and 2nd Amendments, WomenÕs Rights, EVERYONEÕS Rights, IÕm Pro-Life, I believe that ALL Lives Matter, and I support Economic and Energy Sustainability. All of this being said, I have to be very careful about what I do and say on Social Media because my husband and I are small business owners of 3 micro businesses, and Social Media can destroy businesses as much as they can help businesses. My husband is a vocational school teacher and we all know that a teachers salary is not great, so my husband calls me his ÒPimpÓ as I send him out to do side work for clients (HVAC, Electrical, Carpentry, etc), and for our private event Disc Jockey company. I am an Event Planner and Wedding Officiant. So we stay busyÉ Well at least we used too! We have been experiencing issues on two fronts. First all, the Hypocritical Hate from the far left. Those who criticized conservatives who didnÕt want to compromise their religious beliefs to provide services, now those liberals are not wanting to work with those conservatives whose beliefs donÕt align with theirs! This has affected our businesses not necessarily from potential clients but from other vendors in our fields. We have lost what we call ÒFriendÕorÕsÓ, Vendor Friends, in our industry when they have discovered we lean right. No room for civil discussion on what we support and donÕt support. If we donÕt support the Big D 100% they donÕt want to discuss anything or work with us. Second, COVIDÉ We went from what was in January looking to be the best year on the books in 10 years, to one of the worst ever by the end of March. The entertainment / wedding industry has taken a huge hit and to say the least having no events for 4 months has hit us hard. Being micro businesses we did not qualify for any type of assistance. The saving grace for us is that my husband is still getting his teachers salary, he has been able to do side work for people while school has been closed, and I am still able to perform wedding ceremonies for those who want to have small family ÒelopementsÓ. We know it could have been much worse for us as we have watched several of our FriendÕorÕs lose their businesses because of the Covid Shutdown. Those Vendors blame Trump for all of their Woes instead of those that they should be taking a hard look atÉ the Democrats and themselves. In SummaryÉ I WalkWith everyone here regardless of ÒwhoÓ you are. I WalkWith you because you have the Strength of Character to follow your own path and to not let someone else dictate to you how to conduct your life. I hope you WalkWith me because I do the same. I humbly ask that you support all Small / Micro Businesses that have been affected by the Liberal Hate and the Covid Shutdown in our country so that they can survive to work another day, and to grow our economy and our great country. This year I will once again Vote for Trump to continue to Make America Great Again! God Bless You ALL!"
https://www.facebook.com/groups/1945356878817544/permalink/3541016425918240,NEW DESIGN AVAILABLE ONLY ON THE OFFICIAL #WalkAway STORE! Add a little flare to your #WalkAway wardrobe with _GLITTER_! https://walkaway.shop/product/walkaway-womens-glitter-tee/
https://www.facebook.com/groups/1945356878817544/permalink/3538859942800555,"Thank you for the add to this amazing group! I'm a 60 yr. old life long Democrat woman, who joined the #WalkAwayCampaign during Donald Trump's campaign for POTUS. It was inspiring to see a man who was NOT a politician bring common sense & logic to the White House. I joined the Republican Party during his campaign. After years of being disillusioned by the Left's version of what this country should be. I've lost friends & family because of my decision, but have no regrets. I'm looking forward to 4 more years of President Trump and our beautiful country going in the right direction. ____________"
